system:index,.geo
4078,"{""type"":""Point"",""coordinates"":[-106.40835745365766,42.25813788900255]}"
4079,"{""type"":""Point"",""coordinates"":[-108.36515038794622,40.337711497514746]}"
4080,"{""type"":""Point"",""coordinates"":[-112.67651583362343,45.01709704125641]}"
4081,"{""type"":""Point"",""coordinates"":[-107.7718980067896,37.16038432098457]}"
4082,"{""type"":""Point"",""coordinates"":[-106.61747011000517,38.2348983456504]}"
4083,"{""type"":""Point"",""coordinates"":[-113.46142981454862,44.38393149053777]}"
4084,"{""type"":""Point"",""coordinates"":[-109.19652164673279,41.73184414670658]}"
4085,"{""type"":""Point"",""coordinates"":[-115.38133590537254,48.03621585371363]}"
4086,"{""type"":""Point"",""coordinates"":[-113.5503166288063,46.03761684919249]}"
4087,"{""type"":""Point"",""coordinates"":[-109.79795408071581,41.58848241431289]}"
4088,"{""type"":""Point"",""coordinates"":[-114.05446907274042,44.54977283796326]}"
4089,"{""type"":""Point"",""coordinates"":[-104.29358902621783,37.00249095025612]}"
4090,"{""type"":""Point"",""coordinates"":[-105.35801849443172,41.00433014032903]}"
4091,"{""type"":""Point"",""coordinates"":[-106.54409597482926,41.90799204431595]}"
4092,"{""type"":""Point"",""coordinates"":[-106.99232944931912,40.43556183021721]}"
4093,"{""type"":""Point"",""coordinates"":[-116.56445106773116,46.68699620111889]}"
4094,"{""type"":""Point"",""coordinates"":[-109.41428874150769,43.758953469908576]}"
4095,"{""type"":""Point"",""coordinates"":[-107.762484254466,44.98572738764987]}"
4096,"{""type"":""Point"",""coordinates"":[-109.22364752144668,43.35551974093476]}"
4097,"{""type"":""Point"",""coordinates"":[-108.49064734373317,42.57085305648095]}"
4098,"{""type"":""Point"",""coordinates"":[-106.00033833163424,39.9455683739912]}"
4099,"{""type"":""Point"",""coordinates"":[-107.11476426673842,36.445810264977744]}"
4100,"{""type"":""Point"",""coordinates"":[-111.49098198178608,45.21568425574141]}"
4101,"{""type"":""Point"",""coordinates"":[-116.14485592238589,48.12451862547376]}"
4102,"{""type"":""Point"",""coordinates"":[-106.98826999535046,41.08595488981121]}"
4103,"{""type"":""Point"",""coordinates"":[-105.72974561477642,39.22910002435791]}"
4104,"{""type"":""Point"",""coordinates"":[-110.3415356390979,38.656618276181725]}"
4105,"{""type"":""Point"",""coordinates"":[-109.62366132617187,37.91283884030517]}"
4106,"{""type"":""Point"",""coordinates"":[-110.02978879995399,38.75180348215786]}"
4107,"{""type"":""Point"",""coordinates"":[-115.78733123701448,47.15008944054734]}"
4108,"{""type"":""Point"",""coordinates"":[-110.47943068410075,46.113011948127316]}"
4109,"{""type"":""Point"",""coordinates"":[-108.38162200809043,37.705835640553694]}"
4110,"{""type"":""Point"",""coordinates"":[-108.41793928905079,37.097981004835646]}"
4111,"{""type"":""Point"",""coordinates"":[-107.52491261945465,38.92431762353768]}"
4112,"{""type"":""Point"",""coordinates"":[-113.73590891382051,44.265033833239535]}"
4113,"{""type"":""Point"",""coordinates"":[-106.04848252090893,42.185329716981926]}"
4114,"{""type"":""Point"",""coordinates"":[-110.06157098428831,42.48150760670212]}"
4115,"{""type"":""Point"",""coordinates"":[-105.48019619555201,35.52089513778988]}"
4116,"{""type"":""Point"",""coordinates"":[-117.06481329236281,48.52492625143297]}"
4117,"{""type"":""Point"",""coordinates"":[-111.26800543912601,37.246615014160035]}"
4118,"{""type"":""Point"",""coordinates"":[-110.25746192760774,39.69155030925467]}"
4119,"{""type"":""Point"",""coordinates"":[-113.55474738954274,44.993577602563505]}"
4120,"{""type"":""Point"",""coordinates"":[-112.604073814109,45.30310332270663]}"
4121,"{""type"":""Point"",""coordinates"":[-109.31222596817624,43.410625771614264]}"
4122,"{""type"":""Point"",""coordinates"":[-111.53015156982482,37.31416856963177]}"
4123,"{""type"":""Point"",""coordinates"":[-112.1658879082909,46.37066414614691]}"
4124,"{""type"":""Point"",""coordinates"":[-105.59973611535621,42.71506707107956]}"
4125,"{""type"":""Point"",""coordinates"":[-110.88632900977373,42.28791785277039]}"
4126,"{""type"":""Point"",""coordinates"":[-106.71864860846516,41.49334195520498]}"
4127,"{""type"":""Point"",""coordinates"":[-108.54287210136926,43.80841038085546]}"
4128,"{""type"":""Point"",""coordinates"":[-110.04647819743798,42.470724665127]}"
4129,"{""type"":""Point"",""coordinates"":[-108.50872530418646,43.153814949133974]}"
4130,"{""type"":""Point"",""coordinates"":[-112.7747964718446,43.925053750892765]}"
4131,"{""type"":""Point"",""coordinates"":[-105.35837042134396,39.08823133279323]}"
4132,"{""type"":""Point"",""coordinates"":[-105.99434875751058,40.60924287284064]}"
4133,"{""type"":""Point"",""coordinates"":[-112.83270958668417,46.28126844420364]}"
4134,"{""type"":""Point"",""coordinates"":[-109.85563858711927,40.314473868077755]}"
4135,"{""type"":""Point"",""coordinates"":[-105.24426905343137,37.051557624057175]}"
4136,"{""type"":""Point"",""coordinates"":[-107.05817593027655,44.03187838020491]}"
4137,"{""type"":""Point"",""coordinates"":[-106.58850007075861,41.24095094032118]}"
4138,"{""type"":""Point"",""coordinates"":[-105.9375340165348,39.80489013183238]}"
4139,"{""type"":""Point"",""coordinates"":[-115.34932235768719,47.989016683308904]}"
4140,"{""type"":""Point"",""coordinates"":[-109.70622087213023,41.3018684457669]}"
4141,"{""type"":""Point"",""coordinates"":[-108.5492094070352,42.856672851279754]}"
4142,"{""type"":""Point"",""coordinates"":[-112.62306070809218,36.86745691014256]}"
4143,"{""type"":""Point"",""coordinates"":[-108.95895725300514,42.56474974494326]}"
4144,"{""type"":""Point"",""coordinates"":[-109.08798482232957,40.77251301912806]}"
4145,"{""type"":""Point"",""coordinates"":[-109.68704159066537,39.298359779956265]}"
4146,"{""type"":""Point"",""coordinates"":[-112.7133548393468,45.58697674598045]}"
4147,"{""type"":""Point"",""coordinates"":[-109.7400025189359,48.08756970315234]}"
4148,"{""type"":""Point"",""coordinates"":[-105.99119975735948,39.43551176488008]}"
4149,"{""type"":""Point"",""coordinates"":[-118.8715177204964,48.57452057414643]}"
4150,"{""type"":""Point"",""coordinates"":[-106.4892472255819,41.85433550084768]}"
4151,"{""type"":""Point"",""coordinates"":[-105.46413233861881,40.224586578027754]}"
4152,"{""type"":""Point"",""coordinates"":[-114.02888976353472,46.22816297439589]}"
4153,"{""type"":""Point"",""coordinates"":[-110.68514405736003,42.20888515442531]}"
4154,"{""type"":""Point"",""coordinates"":[-107.52487683947528,40.5372777891297]}"
4155,"{""type"":""Point"",""coordinates"":[-106.21590629638735,41.64663333713159]}"
4156,"{""type"":""Point"",""coordinates"":[-112.19231007048569,37.24886733980856]}"
4157,"{""type"":""Point"",""coordinates"":[-115.37143421492893,47.982312787627635]}"
4158,"{""type"":""Point"",""coordinates"":[-112.86619883914891,45.78251332444405]}"
4159,"{""type"":""Point"",""coordinates"":[-114.15036937599545,47.24195947530286]}"
4160,"{""type"":""Point"",""coordinates"":[-105.42283416909547,39.285094892866695]}"
4161,"{""type"":""Point"",""coordinates"":[-106.57004806541987,41.6923747201514]}"
4162,"{""type"":""Point"",""coordinates"":[-107.07517946759344,37.91839582448163]}"
4163,"{""type"":""Point"",""coordinates"":[-104.81625343781754,37.12513060713675]}"
4164,"{""type"":""Point"",""coordinates"":[-112.55539492284574,44.793600267778814]}"
4165,"{""type"":""Point"",""coordinates"":[-111.65116345997869,46.05191007559628]}"
4166,"{""type"":""Point"",""coordinates"":[-108.85842637293527,39.501941065000565]}"
4167,"{""type"":""Point"",""coordinates"":[-106.7142872296091,39.99343207976751]}"
4168,"{""type"":""Point"",""coordinates"":[-105.57778198207217,40.426485886690415]}"
4169,"{""type"":""Point"",""coordinates"":[-114.61304813046222,46.872964132761744]}"
4170,"{""type"":""Point"",""coordinates"":[-110.02096361822274,39.075842805837944]}"
4171,"{""type"":""Point"",""coordinates"":[-108.77227195352349,42.20284301541383]}"
4172,"{""type"":""Point"",""coordinates"":[-110.80627905974575,44.42554542187017]}"
4173,"{""type"":""Point"",""coordinates"":[-105.84038090624539,38.87691606347703]}"
4174,"{""type"":""Point"",""coordinates"":[-110.89757970460582,45.268117796291676]}"
4175,"{""type"":""Point"",""coordinates"":[-119.1962018032361,48.26156439991539]}"
4176,"{""type"":""Point"",""coordinates"":[-113.93202193301929,44.657852190604906]}"
4177,"{""type"":""Point"",""coordinates"":[-110.78146246665219,45.36626403310804]}"
4178,"{""type"":""Point"",""coordinates"":[-107.57053514997641,36.61198628779873]}"
4179,"{""type"":""Point"",""coordinates"":[-111.74106011298628,37.44149519394695]}"
4180,"{""type"":""Point"",""coordinates"":[-110.87639291827496,41.56867401603463]}"
4181,"{""type"":""Point"",""coordinates"":[-108.13944798556298,37.283551795065335]}"
4182,"{""type"":""Point"",""coordinates"":[-110.09475866579267,40.60431096443196]}"
4183,"{""type"":""Point"",""coordinates"":[-113.10558623431889,37.03104621184717]}"
4184,"{""type"":""Point"",""coordinates"":[-111.48386493876859,37.228509885216006]}"
4185,"{""type"":""Point"",""coordinates"":[-113.03064940774762,45.30906965677769]}"
4186,"{""type"":""Point"",""coordinates"":[-106.58752263657553,40.40065719392717]}"
4187,"{""type"":""Point"",""coordinates"":[-116.9725518196928,48.218715416913895]}"
4188,"{""type"":""Point"",""coordinates"":[-109.38412430795198,40.60073012606177]}"
4189,"{""type"":""Point"",""coordinates"":[-111.75788603419831,36.77705355294565]}"
4190,"{""type"":""Point"",""coordinates"":[-107.29764935498987,44.58305582724313]}"
4191,"{""type"":""Point"",""coordinates"":[-108.07505921976235,40.6037910911235]}"
4192,"{""type"":""Point"",""coordinates"":[-112.54370625204517,37.062703059123926]}"
4193,"{""type"":""Point"",""coordinates"":[-113.14008820397805,46.03406517385276]}"
4194,"{""type"":""Point"",""coordinates"":[-106.3835588449783,39.02936671184096]}"
4195,"{""type"":""Point"",""coordinates"":[-109.96753769557483,42.42059569680234]}"
4196,"{""type"":""Point"",""coordinates"":[-108.9638023348795,40.791822925005896]}"
4197,"{""type"":""Point"",""coordinates"":[-106.24398089851299,42.379028907426374]}"
4198,"{""type"":""Point"",""coordinates"":[-112.65280560441988,44.473897990871464]}"
4199,"{""type"":""Point"",""coordinates"":[-107.4524373927677,41.50978010597722]}"
4200,"{""type"":""Point"",""coordinates"":[-105.1742002254231,41.18039579083119]}"
4201,"{""type"":""Point"",""coordinates"":[-108.41038440602014,37.694082133810255]}"
4202,"{""type"":""Point"",""coordinates"":[-117.99475802568445,48.3044088884462]}"
4203,"{""type"":""Point"",""coordinates"":[-107.65380509925293,40.382238656511774]}"
4204,"{""type"":""Point"",""coordinates"":[-107.18684543253414,39.951958661942406]}"
4205,"{""type"":""Point"",""coordinates"":[-108.04941421236188,39.11504025088616]}"
4206,"{""type"":""Point"",""coordinates"":[-111.05641771652687,45.53315186895593]}"
4207,"{""type"":""Point"",""coordinates"":[-110.31301568893538,40.288743333696935]}"
4208,"{""type"":""Point"",""coordinates"":[-109.65222534576617,40.196853520561774]}"
4209,"{""type"":""Point"",""coordinates"":[-109.27991501237429,40.970250631056295]}"
4210,"{""type"":""Point"",""coordinates"":[-115.58614991736515,48.611004366412274]}"
4211,"{""type"":""Point"",""coordinates"":[-115.52694830633509,47.733059749530774]}"
4212,"{""type"":""Point"",""coordinates"":[-105.64531196641188,40.441434789350986]}"
4213,"{""type"":""Point"",""coordinates"":[-111.11987878633677,37.1273727606927]}"
4214,"{""type"":""Point"",""coordinates"":[-105.61738602153133,41.76508039481753]}"
4215,"{""type"":""Point"",""coordinates"":[-110.28859356931784,38.44395525761385]}"
4216,"{""type"":""Point"",""coordinates"":[-114.90273362927722,48.42037217003895]}"
4217,"{""type"":""Point"",""coordinates"":[-110.04971873422555,42.96144328937398]}"
4218,"{""type"":""Point"",""coordinates"":[-105.84200881511977,38.99258978147874]}"
4219,"{""type"":""Point"",""coordinates"":[-111.42218396495241,44.88596628124347]}"
4220,"{""type"":""Point"",""coordinates"":[-108.21717467877359,40.43228125646297]}"
4221,"{""type"":""Point"",""coordinates"":[-112.92122542785691,45.492657032545715]}"
4222,"{""type"":""Point"",""coordinates"":[-107.70649085164966,41.529525574708224]}"
4223,"{""type"":""Point"",""coordinates"":[-110.86592595384522,39.10211663927073]}"
4224,"{""type"":""Point"",""coordinates"":[-114.58504458133673,46.71135986713425]}"
4225,"{""type"":""Point"",""coordinates"":[-110.83833316429876,38.480956350893116]}"
4226,"{""type"":""Point"",""coordinates"":[-108.38930649732579,38.93577070845353]}"
4227,"{""type"":""Point"",""coordinates"":[-105.42302250796189,35.9342857658443]}"
4228,"{""type"":""Point"",""coordinates"":[-105.12153538706292,38.14704549184856]}"
4229,"{""type"":""Point"",""coordinates"":[-109.90137031257323,43.42918801577918]}"
4230,"{""type"":""Point"",""coordinates"":[-107.85200902582959,40.899365051490626]}"
4231,"{""type"":""Point"",""coordinates"":[-110.33635140749584,46.25499537793013]}"
4232,"{""type"":""Point"",""coordinates"":[-108.61990984812455,42.04534605321501]}"
4233,"{""type"":""Point"",""coordinates"":[-114.19273225975927,46.81808015999893]}"
4234,"{""type"":""Point"",""coordinates"":[-114.66198668296006,47.148464460583966]}"
4235,"{""type"":""Point"",""coordinates"":[-111.08342158157458,38.61811881818019]}"
4236,"{""type"":""Point"",""coordinates"":[-107.45376776046103,44.36496824724688]}"
4237,"{""type"":""Point"",""coordinates"":[-110.84476521007413,38.46088338447934]}"
4238,"{""type"":""Point"",""coordinates"":[-105.31710319243611,35.52284933664107]}"
4239,"{""type"":""Point"",""coordinates"":[-113.65031812799465,44.45784494103802]}"
4240,"{""type"":""Point"",""coordinates"":[-105.4257271131531,40.358143642470786]}"
4241,"{""type"":""Point"",""coordinates"":[-107.59308773717555,39.708939584488306]}"
4242,"{""type"":""Point"",""coordinates"":[-108.24441836833351,41.375440937885884]}"
4243,"{""type"":""Point"",""coordinates"":[-110.63806958974949,38.759550559055775]}"
4244,"{""type"":""Point"",""coordinates"":[-113.45989360745996,45.66741988180601]}"
4245,"{""type"":""Point"",""coordinates"":[-109.21788265242456,40.129028610222484]}"
4246,"{""type"":""Point"",""coordinates"":[-115.04420703755643,46.85878846485721]}"
4247,"{""type"":""Point"",""coordinates"":[-109.65760688101643,41.03497045826372]}"
4248,"{""type"":""Point"",""coordinates"":[-106.19078211361716,41.15661104354303]}"
4249,"{""type"":""Point"",""coordinates"":[-105.27107952073773,37.176263485152475]}"
4250,"{""type"":""Point"",""coordinates"":[-107.05539106825395,37.82606061440812]}"
4251,"{""type"":""Point"",""coordinates"":[-108.68248183937564,37.18764383423712]}"
4252,"{""type"":""Point"",""coordinates"":[-110.51812223678529,44.827716755013235]}"
4253,"{""type"":""Point"",""coordinates"":[-108.19237705318196,44.0165995219015]}"
4254,"{""type"":""Point"",""coordinates"":[-117.36275155378382,47.87023842026213]}"
4255,"{""type"":""Point"",""coordinates"":[-111.95252500165411,45.673005507620836]}"
4256,"{""type"":""Point"",""coordinates"":[-108.8172414053726,43.356163794488516]}"
4257,"{""type"":""Point"",""coordinates"":[-110.47459861946376,44.47572087082114]}"
4258,"{""type"":""Point"",""coordinates"":[-106.116934677877,40.83658089883925]}"
4259,"{""type"":""Point"",""coordinates"":[-109.22948616075978,43.321789816106026]}"
4260,"{""type"":""Point"",""coordinates"":[-105.2675390052475,38.03423100839078]}"
4261,"{""type"":""Point"",""coordinates"":[-114.19023100544796,47.186212021918905]}"
4262,"{""type"":""Point"",""coordinates"":[-110.73192480127406,38.245330158261176]}"
4263,"{""type"":""Point"",""coordinates"":[-114.52855768310597,47.49383476407551]}"
4264,"{""type"":""Point"",""coordinates"":[-109.66901715190659,39.168951984325375]}"
4265,"{""type"":""Point"",""coordinates"":[-111.03029148817474,38.4337049036367]}"
4266,"{""type"":""Point"",""coordinates"":[-109.04240117824052,38.33086922215449]}"
4267,"{""type"":""Point"",""coordinates"":[-109.76269420579676,41.82101833441057]}"
4268,"{""type"":""Point"",""coordinates"":[-110.34151453932928,42.33232416320637]}"
4269,"{""type"":""Point"",""coordinates"":[-107.93337047914638,43.9529172938716]}"
4270,"{""type"":""Point"",""coordinates"":[-112.1390249140484,45.885193130853]}"
4271,"{""type"":""Point"",""coordinates"":[-116.84299753481804,47.13463394112976]}"
4272,"{""type"":""Point"",""coordinates"":[-111.83260006800512,37.6063251965765]}"
4273,"{""type"":""Point"",""coordinates"":[-106.53094335732223,42.33193631819866]}"
4274,"{""type"":""Point"",""coordinates"":[-111.96687353577593,37.01945375166914]}"
4275,"{""type"":""Point"",""coordinates"":[-109.92774185088288,37.70879519448328]}"
4276,"{""type"":""Point"",""coordinates"":[-106.66128648614786,40.12102295095375]}"
4277,"{""type"":""Point"",""coordinates"":[-107.20611065717324,38.825360625544704]}"
4278,"{""type"":""Point"",""coordinates"":[-114.38353899361702,48.351554267182365]}"
4279,"{""type"":""Point"",""coordinates"":[-106.95723290568846,39.115786558361805]}"
